,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
27,FF,2025-03-31,95.5,-2.83,5.57,"Ohtani, Shohei",660271,628452,,ball,,,,,11,Shohei Ohtani called out on strikes.,R,L,R,LAD,ATL,B,,,2,2,2025,-0.77,1.4,-1.73,2.77,,,,1,8,Bot,,,,,,,4.605114618140268,-139.03188306227665,-4.875225818583581,-11.036765695549756,31.95609813615137,-13.15936724636569,3.35,1.68,,,,95.2,2289,6.1,778500,686948,621566,645277,663586,606115,650559,671739,672284,54.38,,,,,,,,68,5,4-Seam Fastball,6,1,6,1,1,6,6,1,Infield shade,Standard,220,0.0,0.108,,,,-0.108,,5,5,0.995,0.995,35,30,35,31,1,4,,2.0,,,1.1,0.77,-0.77,34.9
28,CH,2025-03-31,88.0,-1.91,5.46,"Ohtani, Shohei",660271,628452,,called_strike,,,,,1,Shohei Ohtani called out on strikes.,R,L,R,LAD,ATL,S,,,2,1,2025,-1.26,0.39,-0.61,3.0,,,,1,8,Bot,,,,,,,5.729051857171675,-128.0796062737753,-0.694558293794468,-15.05569512456593,26.248891145643004,-27.925969551599696,3.34,1.63,,,,87.7,2112,6.1,778500,686948,621566,645277,663586,606115,650559,671739,672284,54.43,,,,,,,,68,4,Changeup,6,1,6,1,1,6,6,1,Infield shade,Standard,243,0.0,-0.078,,,,0.078,,5,5,0.995,0.995,35,30,35,31,1,4,,2.0,,,2.55,1.26,-1.26,31.8
29,SL,2025-03-31,81.7,-1.8,5.51,"Ohtani, Shohei",660271,628452,,foul,,,,,8,Shohei Ohtani called out on strikes.,R,L,R,LAD,ATL,S,,,2,0,2025,1.0,0.0,-0.26,1.84,,,,1,8,Bot,,,,,,,1.54342422935127,-118.9490923902736,-1.6709790308639036,9.150128500493134,24.135911587559875,-32.05335197668298,3.36,1.6,,,,80.7,2547,5.7,778500,686948,621566,645277,663586,606115,650559,671739,672284,54.78,,,,,,,,68,3,Slider,6,1,6,1,1,6,6,1,Infield shade,Standard,65,0.0,-0.065,77.9,8.3,,0.065,,5,5,0.995,0.995,35,30,35,31,1,4,,2.0,,,3.43,-1.0,1.0,33.1
30,CH,2025-03-31,88.3,-1.83,5.43,"Ohtani, Shohei",660271,628452,,ball,,,,,13,Shohei Ohtani called out on strikes.,R,L,R,LAD,ATL,B,,,1,0,2025,-1.51,0.33,-1.41,1.27,,,,1,8,Bot,,,,,,,4.137757742672576,-128.4832837032366,-4.703453487067052,-17.624065497949832,26.945555031211136,-27.716987154344423,3.32,1.65,,,,87.8,1954,6.0,778500,686948,621566,645277,663586,606115,650559,671739,672284,54.49,,,,,,,,68,2,Changeup,6,1,6,1,1,6,6,1,Infield shade,Standard,239,0.0,0.072,,,,-0.072,,5,5,0.995,0.995,35,30,35,31,1,4,,2.0,,,2.59,1.51,-1.51,30.5
31,FF,2025-03-31,94.5,-2.8,5.67,"Ohtani, Shohei",660271,628452,,ball,,,,,13,Shohei Ohtani called out on strikes.,R,L,R,LAD,ATL,B,,,0,0,2025,-0.56,1.25,-0.08,1.32,,,,1,8,Bot,,,,,,,8.29719250862177,-137.26032019127237,-8.38751484140297,-8.929187368223005,29.776650552166466,-14.65587732547496,3.42,1.69,,,,94.0,2192,6.0,778500,686948,621566,645277,663586,606115,650559,671739,672284,54.46,,,,,,,,68,1,4-Seam Fastball,6,1,6,1,1,6,6,1,Infield shade,Standard,215,0.0,0.039,,,,-0.039,,5,5,0.995,0.995,35,30,35,31,1,4,,2.0,,,1.31,0.56,-0.56,37.0
32,CU,2025-03-31,85.5,-2.44,5.76,"Ohtani, Shohei",660271,656550,walk,blocked_ball,,,,,14,Shohei Ohtani walks.,R,L,R,LAD,ATL,B,,,3,2,2025,0.31,-0.76,1.08,-0.25,,,,0,1,Bot,,,,,,,7.597206434363651,-124.21188983171965,-6.314810209843543,1.7375842783814677,23.86181018288488,-39.04662166718278,3.37,1.72,,,,85.0,2973,6.0,778500,686948,621566,645277,663586,606115,650559,671739,672284,54.53,,0.694137,0.7,1.0,0.0,0.0,,4,7,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,33,0.036,0.371,,,,-0.371,,0,0,0.547,0.547,29,30,29,31,1,0,4.0,2.0,,,3.88,-0.31,0.31,39.4
33,SL,2025-03-31,85.7,-2.39,5.73,"Ohtani, Shohei",660271,656550,,foul,,,,,7,Shohei Ohtani walks.,R,L,R,LAD,ATL,S,,,3,2,2025,0.28,-0.46,-0.56,1.71,,,,0,1,Bot,,,,,,,3.729004326880324,-124.74169040269996,-2.3081686786023963,2.130400758979686,25.468039326168757,-36.69183822394315,3.36,1.6,1.0,71.3,-51.0,85.2,2821,6.0,778500,686948,621566,645277,663586,606115,650559,671739,672284,54.49,,,,,,,,4,6,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,37,0.0,0.0,70.1,8.0,,0.0,88.0,0,0,0.547,0.547,29,30,29,31,1,0,4.0,2.0,,,3.56,-0.28,0.28,37.6
34,FF,2025-03-31,96.1,-2.49,5.76,"Ohtani, Shohei",660271,656550,,called_strike,,,,,5,Shohei Ohtani walks.,R,L,R,LAD,ATL,S,,,3,1,2025,-0.41,1.16,0.09,2.57,,,,0,1,Bot,,,,,,,7.681246728509831,-139.73908629626945,-5.440504451305199,-7.032226071768425,30.311502639633265,-15.970031759811778,3.32,1.67,,,,95.4,2325,5.9,778500,686948,621566,645277,663586,606115,650559,671739,672284,54.64,,,,,,,,4,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,216,0.0,-0.085,,,,0.085,,0,0,0.547,0.547,29,30,29,31,1,0,4.0,2.0,,,1.31,0.41,-0.41,36.7
35,FF,2025-03-31,95.7,-2.55,5.71,"Ohtani, Shohei",660271,656550,,called_strike,,,,,7,Shohei Ohtani walks.,R,L,R,LAD,ATL,S,,,3,0,2025,-0.43,1.21,-0.31,1.9,,,,0,1,Bot,,,,,,,6.832887581186604,-139.07483223202075,-7.086535057275429,-7.12426371735386,30.43315838945104,-15.079120788937256,3.43,1.69,,,,95.0,2327,5.9,778500,686948,621566,645277,663586,606115,650559,671739,672284,54.62,,,,,,,,4,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,214,0.0,-0.09,,,,0.09,,0,0,0.547,0.547,29,30,29,31,1,0,4.0,2.0,,,1.28,0.43,-0.43,35.8
36,CU,2025-03-31,84.6,-2.43,5.78,"Ohtani, Shohei",660271,656550,,ball,,,,,14,Shohei Ohtani walks.,R,L,R,LAD,ATL,B,,,2,0,2025,0.12,-0.96,0.47,1.16,,,,0,1,Bot,,,,,,,6.48456978511708,-123.00183247895936,-2.45256945845734,-0.0998581772603818,25.24628583400299,-41.63149883564826,3.4,1.68,,,,83.8,2915,5.9,778500,686948,621566,645277,663586,606115,650559,671739,672284,54.59,,,,,,,,4,3,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,33,0.0,0.147,,,,-0.147,,0,0,0.547,0.547,29,30,29,31,1,0,4.0,2.0,,,4.16,-0.12,0.12,37.2
37,FF,2025-03-31,96.0,-2.57,5.8,"Ohtani, Shohei",660271,656550,,ball,,,,,13,Shohei Ohtani walks.,R,L,R,LAD,ATL,B,,,1,0,2025,-0.71,1.17,-1.17,2.0,,,,0,1,Bot,,,,,,,5.2716695266323805,-139.6827951444841,-7.045410169030999,-10.5174255207313,30.16598186460116,-15.504630612457325,3.37,1.68,,,,95.3,2295,5.8,778500,686948,621566,645277,663586,606115,650559,671739,672284,54.71,,,,,,,,4,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,219,0.0,0.069,,,,-0.069,,0,0,0.547,0.547,29,30,29,31,1,0,4.0,2.0,,,1.3,0.71,-0.71,36.5
38,FF,2025-03-31,95.6,-2.55,5.85,"Ohtani, Shohei",660271,656550,,ball,,,,,13,Shohei Ohtani walks.,R,L,R,LAD,ATL,B,,,0,0,2025,-0.54,1.2,-1.74,1.89,,,,0,1,Bot,,,,,,,3.349308446099354,-139.07341350152424,-7.481522856496069,-7.771634321099315,30.19359582053728,-15.160557703868694,3.44,1.72,,,,95.3,2167,6.1,778500,686948,621566,645277,663586,606115,650559,671739,672284,54.45,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,220,0.0,0.038,,,,-0.038,,0,0,0.547,0.547,29,30,29,31,1,0,4.0,2.0,,,1.29,0.54,-0.54,35.6
39,FF,2025-03-29,95.1,-2.81,6.05,"Ohtani, Shohei",660271,681857,field_out,hit_into_play,,,,,2,Shohei Ohtani flies out sharply to left fielder Riley Greene.,R,L,R,LAD,DET,X,7.0,fly_ball,3,0,2025,-0.8,1.08,0.26,3.05,,,,0,3,Bot,89.84,110.52,,,,,9.733191528478072,-138.2085041478592,-4.573084765906841,-12.397471466316386,30.238223640247494,-17.5328241555733,3.36,1.6,240.0,101.5,57.0,94.1,2163,5.7,778533,668670,679529,690993,656716,700242,682985,668952,622534,54.75,0.014,0.02,0.0,1.0,0.0,0.0,3.0,26,4,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,224,-0.025,-0.508,80.0,7.7,0.031,0.508,101.5,0,0,0.554,0.554,25,30,26,31,2,1,,1.0,,2.0,1.45,0.8,-0.8,42.6
40,SL,2025-03-29,84.6,-2.78,6.09,"Ohtani, Shohei",660271,681857,,ball,,,,,11,Shohei Ohtani flies out sharply to left fielder Riley Greene.,R,L,R,LAD,DET,B,,,2,0,2025,0.47,-0.3,-1.08,2.94,,,,0,3,Bot,,,,,,,3.01274672158365,-123.28252315835226,-0.4345007374031875,4.1980732248234025,24.28591797508107,-35.41173269127421,3.43,1.64,,,,84.0,2745,5.8,778533,668670,679529,690993,656716,700242,682985,668952,622534,54.7,,,,,,,,26,3,Slider,2,2,2,2,2,2,2,2,Infield shade,Standard,64,0.0,0.147,,,,-0.147,,0,0,0.554,0.554,25,30,26,31,2,1,,1.0,,2.0,3.48,-0.47,0.47,37.8
41,SI,2025-03-29,95.0,-2.67,6.06,"Ohtani, Shohei",660271,681857,,ball,,,,,12,Shohei Ohtani flies out sharply to left fielder Riley Greene.,R,L,R,LAD,DET,B,,,1,0,2025,-1.41,0.89,1.06,2.87,,,,0,3,Bot,,,,,,,12.763185692002958,-137.7831531075302,-4.602930868191861,-20.80819199527096,30.046556187548237,-19.949163765187343,3.47,1.6,,,,93.9,2155,5.8,778533,668670,679529,690993,656716,700242,682985,668952,622534,54.69,,,,,,,,26,2,Sinker,2,2,2,2,2,2,2,2,Infield shade,Standard,225,0.0,0.069,,,,-0.069,,0,0,0.554,0.554,25,30,26,31,2,1,,1.0,,2.0,1.65,1.41,-1.41,36.5
42,CH,2025-03-29,88.3,-2.85,5.97,"Ohtani, Shohei",660271,681857,,ball,,,,,14,Shohei Ohtani flies out sharply to left fielder Riley Greene.,R,L,R,LAD,DET,B,,,0,0,2025,-1.25,0.59,0.12,1.44,,,,0,3,Bot,,,,,,,9.692499081816726,-128.16680969396626,-6.069239907781128,-15.804420696196724,27.214457652078195,-24.49132182388164,3.54,1.64,,,,87.0,1899,5.7,778533,668670,679529,690993,656716,700242,682985,668952,622534,54.83,,,,,,,,26,1,Changeup,2,2,2,2,2,2,2,2,Infield shade,Standard,245,0.0,0.038,,,,-0.038,,0,0,0.554,0.554,25,30,26,31,2,1,,1.0,,2.0,2.35,1.25,-1.25,33.4
43,FF,2025-03-29,90.4,-2.09,5.76,"Ohtani, Shohei",660271,628317,walk,ball,,,,,13,Shohei Ohtani walks.,R,L,R,LAD,DET,B,,,3,0,2025,-0.68,1.25,-1.14,2.35,,,,1,7,Bot,,,,,,,3.7847915342040346,-131.53134815196745,-5.192529545418073,-8.653047270474021,27.796545265441317,-16.77867623139163,3.48,1.61,,,,90.0,2233,6.0,778533,668670,679529,690993,656716,700242,682985,668952,622534,54.48,,0.694137,0.7,1.0,0.0,0.0,,57,4,4-Seam Fastball,6,3,6,3,3,6,6,3,Infield shade,Standard,220,0.005,0.175,,,,-0.175,,3,3,0.941,0.941,37,30,37,31,1,3,,1.0,,2.0,1.54,0.68,-0.68,36.1
44,FF,2025-03-29,90.3,-2.0,5.73,"Ohtani, Shohei",660271,628317,,ball,,,,,11,Shohei Ohtani walks.,R,L,R,LAD,DET,B,,,2,0,2025,-0.84,1.21,-1.86,2.6,,,,1,7,Bot,,,,,,,2.1128807212518472,-131.42965526077197,-4.402507037921328,-10.16627868829808,27.78445123929143,-17.427445221310858,3.51,1.66,,,,89.8,2311,6.0,778533,668670,679529,690993,656716,700242,682985,668952,622534,54.52,,,,,,,,57,3,4-Seam Fastball,6,3,6,3,3,6,6,3,Infield shade,Standard,223,0.0,0.139,,,,-0.139,,3,3,0.941,0.941,37,30,37,31,1,3,,1.0,,2.0,1.58,0.84,-0.84,37.0
45,FS,2025-03-29,84.0,-2.08,5.78,"Ohtani, Shohei",660271,628317,,ball,,,,,14,Shohei Ohtani walks.,R,L,R,LAD,DET,B,,,1,0,2025,-0.98,-0.15,0.77,0.54,,,,1,7,Bot,,,,,,,8.477727622393742,-122.0336269659638,-5.448392524528495,-11.416287600154192,21.911652229528165,-32.847585735930664,3.44,1.68,,,,83.8,1445,6.0,778533,668670,679529,690993,656716,700242,682985,668952,622534,54.48,,,,,,,,57,2,Split-Finger,6,3,6,3,3,6,6,3,Infield shade,Standard,250,0.0,0.072,,,,-0.072,,3,3,0.941,0.941,37,30,37,31,1,3,,1.0,,2.0,3.37,0.98,-0.98,39.4
46,FS,2025-03-29,85.2,-2.1,5.85,"Ohtani, Shohei",660271,628317,,ball,,,,,11,Shohei Ohtani walks.,R,L,R,LAD,DET,B,,,0,0,2025,-0.77,0.01,-1.41,2.75,,,,1,7,Bot,,,,,,,3.1572237850137546,-124.177908793613,-1.1098350184720478,-8.640160358842746,21.845533271854755,-32.03225763478167,3.53,1.66,,,,85.2,1422,5.9,778533,668670,679529,690993,656716,700242,682985,668952,622534,54.57,,,,,,,,57,1,Split-Finger,6,3,6,3,3,6,6,3,Infield shade,Standard,242,0.0,0.039,,,,-0.039,,3,3,0.941,0.941,37,30,37,31,1,3,,1.0,,2.0,3.09,0.77,-0.77,38.4
47,CH,2025-03-29,87.6,-2.84,5.93,"Ohtani, Shohei",660271,681857,strikeout,swinging_strike,,,,,7,Shohei Ohtani strikes out swinging.,R,L,R,LAD,DET,S,2.0,,2,2,2025,-1.0,-0.08,-0.74,1.79,,,,0,1,Bot,,,,,,,7.051761173560536,-127.52697550063306,-3.75813945753036,-12.236885404056643,22.523485626988105,-32.57572207000346,3.36,1.6,,,,87.1,2138,5.7,778533,668670,679529,690993,656716,700242,682985,668952,622534,54.85,,0.0,0.0,1.0,0.0,0.0,,9,5,Changeup,0,2,0,2,2,0,0,2,Infield shade,Standard,254,-0.022,-0.227,75.3,8.4,,0.227,,-2,-2,0.342,0.342,25,30,26,31,1,0,,1.0,,2.0,3.02,1.0,-1.0,32.4
48,SL,2025-03-29,85.2,-2.71,5.93,"Ohtani, Shohei",660271,681857,,ball,,,,,14,Shohei Ohtani strikes out swinging.,R,L,R,LAD,DET,B,,,1,2,2025,0.37,-0.11,0.77,0.25,,,,0,1,Bot,,,,,,,7.321262143239475,-123.84656175581205,-6.743314091435515,2.4393666580443107,23.740104537800608,-32.17822886058635,3.48,1.58,,,,84.2,2817,5.6,778533,668670,679529,690993,656716,700242,682985,668952,622534,54.86,,,,,,,,9,4,Slider,0,2,0,2,2,0,0,2,Infield shade,Standard,41,0.0,0.04,,,,-0.04,,-2,-2,0.342,0.342,25,30,26,31,1,0,,1.0,,2.0,3.25,-0.37,0.37,33.8
49,SL,2025-03-29,85.0,-2.83,5.96,"Ohtani, Shohei",660271,681857,,called_strike,,,,,13,Shohei Ohtani strikes out swinging.,R,L,R,LAD,DET,S,,,1,1,2025,0.46,-0.16,-0.46,1.46,,,,0,1,Bot,,,,,,,4.570999999115883,-123.69996330353617,-3.908165366174076,3.884216419728476,23.657847677448935,-33.24712081536204,3.46,1.67,,,,84.1,2793,5.6,778533,668670,679529,690993,656716,700242,682985,668952,622534,54.88,,,,,,,,9,3,Slider,0,2,0,2,2,0,0,2,Infield shade,Standard,91,0.0,-0.056,,,,0.056,,-2,-2,0.342,0.342,25,30,26,31,1,0,,1.0,,2.0,3.3,-0.46,0.46,40.9
50,CU,2025-03-29,79.7,-2.75,6.09,"Ohtani, Shohei",660271,681857,,ball,,,,,14,Shohei Ohtani strikes out swinging.,R,L,R,LAD,DET,B,,,0,1,2025,0.52,-1.2,0.6,0.33,,,,0,1,Bot,,,,,,,6.300221612070713,-115.81411011670734,-3.546522787669589,3.330745717765329,23.70889648900626,-42.38159753644073,3.45,1.58,,,,78.3,2455,5.6,778533,668670,679529,690993,656716,700242,682985,668952,622534,54.87,,,,,,,,9,2,Curveball,0,2,0,2,2,0,0,2,Infield shade,Standard,34,0.0,0.025,,,,-0.025,,-2,-2,0.342,0.342,25,30,26,31,1,0,,1.0,,2.0,4.83,-0.52,0.52,39.2
51,FF,2025-03-29,94.0,-2.8,6.06,"Ohtani, Shohei",660271,681857,,called_strike,,,,,4,Shohei Ohtani strikes out swinging.,R,L,R,LAD,DET,S,,,0,0,2025,-1.08,1.24,-0.43,2.53,,,,0,1,Bot,,,,,,,8.394416989327647,-136.52615233966483,-6.1059615764514295,-15.30657317825101,30.1648867955154,-15.435577623927392,3.5,1.63,,,,92.7,2365,5.6,778533,668670,679529,690993,656716,700242,682985,668952,622534,54.9,,,,,,,,9,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shade,Standard,228,0.0,-0.037,,,,0.037,,-2,-2,0.342,0.342,25,30,26,31,1,0,,1.0,,2.0,1.35,1.08,-1.08,34.4
52,KC,2025-03-28,78.1,-2.96,4.98,"Ohtani, Shohei",660271,656427,field_out,hit_into_play,,,,,7,"Shohei Ohtani grounds out sharply, second baseman Zach McKinstry to first baseman Colt Keith.",R,L,R,LAD,DET,X,4.0,ground_ball,2,1,2025,1.08,-0.69,-0.33,1.86,,,,0,6,Bot,149.76,144.79,,,,,3.687062768524112,-113.65283858295491,1.4339315282052716,8.696058178142895,21.13482308825801,-38.60070953712402,3.4,1.61,67.0,105.3,3.0,78.3,2382,6.5,778544,693307,690993,656716,595879,700242,682985,668952,681481,54.03,0.557,0.517,0.0,1.0,0.0,0.0,4.0,44,4,Knuckle Curve,0,2,0,2,2,0,0,2,Infield shade,Standard,56,-0.035,-0.296,76.5,8.2,0.616,0.296,105.3,-2,-2,0.248,0.248,29,30,30,31,3,2,,1.0,,1.0,4.43,-1.08,1.08,24.3
53,FF,2025-03-28,94.0,-2.77,5.18,"Ohtani, Shohei",660271,656427,,ball,,,,,11,"Shohei Ohtani grounds out sharply, second baseman Zach McKinstry to first baseman Colt Keith.",R,L,R,LAD,DET,B,,,1,1,2025,-0.49,1.29,-1.95,2.72,,,,0,6,Bot,,,,,,,3.2341068329141525,-136.89402993250565,-3.580874983055094,-6.853280576571543,28.951244416834307,-15.324682727844166,3.23,1.52,,,,94.7,2176,6.6,778544,693307,690993,656716,595879,700242,682985,668952,681481,53.93,,,,,,,,44,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shade,Standard,211,0.0,0.053,,,,-0.053,,-2,-2,0.248,0.248,29,30,30,31,3,2,,1.0,,1.0,1.28,0.49,-0.49,24.8
54,SL,2025-03-28,83.7,-2.65,5.12,"Ohtani, Shohei",660271,656427,,ball,,,,,14,"Shohei Ohtani grounds out sharply, second baseman Zach McKinstry to first baseman Colt Keith.",R,L,R,LAD,DET,B,,,0,1,2025,0.39,0.04,0.43,0.19,,,,0,6,Bot,,,,,,,6.384830306920992,-121.75333158776174,-5.079481758819048,2.6261020949732266,23.44456091268032,-31.02041965130792,3.23,1.69,,,,84.5,2347,6.8,778544,693307,690993,656716,595879,700242,682985,668952,681481,53.74,,,,,,,,44,2,Slider,0,2,0,2,2,0,0,2,Infield shade,Standard,105,0.0,0.025,,,,-0.025,,-2,-2,0.248,0.248,29,30,30,31,3,2,,1.0,,1.0,3.21,-0.39,0.39,25.1
55,KC,2025-03-28,77.4,-2.72,5.19,"Ohtani, Shohei",660271,656427,,foul,,,,,8,"Shohei Ohtani grounds out sharply, second baseman Zach McKinstry to first baseman Colt Keith.",R,L,R,LAD,DET,S,,,0,0,2025,1.28,-1.02,0.07,1.76,,,,0,6,Bot,,,,,,,3.6238189501473137,-112.55919220591466,1.5633526722131583,10.050685857611583,22.47726561505665,-41.31823316637861,3.4,1.61,,,,77.5,2360,6.6,778544,693307,690993,656716,595879,700242,682985,668952,681481,53.89,,,,,,,,44,1,Knuckle Curve,0,2,0,2,2,0,0,2,Infield shade,Standard,53,0.0,-0.037,73.9,8.8,,0.037,,-2,-2,0.248,0.248,29,30,30,31,3,2,,1.0,,1.0,4.86,-1.28,1.28,27.8
56,FF,2025-03-28,92.5,-2.7,5.23,"Ohtani, Shohei",660271,656427,field_out,hit_into_play,,,,,2,Shohei Ohtani flies out sharply to center fielder Ryan Kreidler.,R,L,R,LAD,DET,X,8.0,fly_ball,1,0,2025,-0.07,1.12,0.2,3.07,,,,0,4,Bot,130.79,100.71,,,,,7.584543609972122,-134.63075192739026,-2.1648783907045868,-2.4420156204109507,27.450352461917976,-18.27879768575612,3.4,1.61,247.0,110.6,58.0,93.2,2179,6.5,778544,693307,690993,650402,656716,700242,682985,668952,681481,53.96,0.009,0.008,0.0,1.0,0.0,0.0,3.0,28,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shade,Standard,213,-0.029,-0.292,80.0,8.1,0.014,0.292,110.6,-2,-2,0.3,0.3,29,30,30,31,2,1,,1.0,,1.0,1.53,0.07,-0.07,25.2
57,SL,2025-03-28,83.2,-2.76,5.06,"Ohtani, Shohei",660271,656427,,ball,,,,,13,Shohei Ohtani flies out sharply to center fielder Ryan Kreidler.,R,L,R,LAD,DET,B,,,0,0,2025,0.25,0.19,-1.31,1.43,,,,0,4,Bot,,,,,,,2.8578488864590605,-121.22044761582224,-2.3068829686552697,2.0030375684054507,21.23618275975044,-30.079746374166657,3.23,1.59,,,,84.1,2335,6.6,778544,693307,690993,650402,656716,700242,682985,668952,681481,53.92,,,,,,,,28,1,Slider,0,2,0,2,2,0,0,2,Infield shade,Standard,116,0.0,0.038,,,,-0.038,,-2,-2,0.3,0.3,29,30,30,31,2,1,,1.0,,1.0,3.07,-0.25,0.25,20.5
