,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
58,FF,2025-03-28,97.5,-1.98,5.67,"Ohtani, Shohei",660271,676684,strikeout,called_strike,,,,,4,Shohei Ohtani called out on strikes.,R,L,R,LAD,DET,S,2.0,,3,2,2025,-0.67,1.2,-0.49,2.2,,,,1,8,Bot,,,,,,,5.536144869147046,-141.92688633055465,-6.632725407521084,-10.244930942089018,30.430276992029977,-14.58392008130874,3.23,1.58,,,,98.0,2118,6.4,778544,693307,628451,656716,595879,700242,682985,668952,622534,54.11,,0.0,0.0,1.0,0.0,0.0,,62,7,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,211,-0.034,-0.332,,,,0.332,,0,0,0.559,0.559,30,30,30,31,1,3,,1.0,3.0,1.0,1.18,0.67,-0.67,53.9
59,FF,2025-03-28,96.1,-1.49,6.12,"Ohtani, Shohei",660271,689225,single,hit_into_play,,,,,7,Shohei Ohtani singles on a sharp ground ball to right fielder Manuel Margot. Will Smith to 3rd.,R,L,R,LAD,DET,X,9.0,ground_ball,1,0,2025,-0.33,1.44,-0.34,2.16,,,669257.0,1,10,Bot,179.83,122.37,,,,,3.733539669523041,-139.730932436488,-8.102476240154026,-5.091847742893695,29.934823493100374,-11.65770860973357,3.4,1.61,15.0,100.2,-8.0,95.4,2549,5.8,778544,693307,628451,656716,595879,700242,682985,668952,622534,54.68,0.254,0.244,0.9,1.0,1.0,0.0,2.0,81,2,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,202,0.185,0.369,82.3,8.5,0.278,-0.369,100.2,0,0,0.632,0.632,27,30,27,31,1,4,1.0,1.0,,1.0,1.02,0.33,-0.33,48.3
60,FF,2025-03-28,96.8,-2.03,5.74,"Ohtani, Shohei",660271,676684,,foul,,,,,11,Shohei Ohtani called out on strikes.,R,L,R,LAD,DET,S,,,3,2,2025,-0.82,1.39,-1.08,3.42,,,,1,8,Bot,,,,,,,4.422127644448164,-140.869431773034,-3.825108332429627,-11.906075538321073,33.09952031935312,-13.01735083933868,3.4,1.61,250.0,84.7,53.0,97.0,2219,6.5,778544,693307,628451,656716,595879,700242,682985,668952,622534,54.0,,,,,,,,62,6,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,213,0.0,0.0,67.4,6.9,,0.0,88.0,0,0,0.559,0.559,30,30,30,31,1,3,,1.0,3.0,1.0,1.05,0.82,-0.82,52.4
61,CH,2025-03-28,90.0,-1.65,6.04,"Ohtani, Shohei",660271,689225,,ball,,,,,13,Shohei Ohtani singles on a sharp ground ball to right fielder Manuel Margot. Will Smith to 3rd.,R,L,R,LAD,DET,B,,,0,0,2025,-1.22,0.49,-1.29,1.62,,,669257.0,1,10,Bot,,,,,,,3.448835170451658,-131.04012136935688,-6.048569580958648,-14.81429472302546,25.585009910335977,-25.46599711780477,3.35,1.68,,,,89.5,2167,5.8,778544,693307,628451,656716,595879,700242,682985,668952,622534,54.71,,,,,,,,81,1,Changeup,5,5,5,5,5,5,5,5,Standard,Standard,227,0.0,0.036,,,,-0.036,,0,0,0.632,0.632,27,30,27,31,1,4,1.0,1.0,,1.0,2.3,1.22,-1.22,44.6
62,FF,2025-03-28,96.8,-2.02,5.71,"Ohtani, Shohei",660271,676684,,called_strike,,,,,4,Shohei Ohtani called out on strikes.,R,L,R,LAD,DET,S,,,3,1,2025,-0.95,1.3,-0.47,2.21,,,,1,8,Bot,,,,,,,6.320244352066036,-140.8063829888407,-6.780585422790471,-14.122034728835215,31.4746667591646,-13.470980092973289,3.23,1.58,,,,96.9,2195,6.3,778544,693307,628451,656716,595879,700242,682985,668952,622534,54.15,,,,,,,,62,5,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,215,0.0,-0.092,,,,0.092,,0,0,0.559,0.559,30,30,30,31,1,3,,1.0,3.0,1.0,1.13,0.95,-0.95,57.6
63,CH,2025-03-28,89.8,-2.25,5.61,"Ohtani, Shohei",660271,676684,,ball,,,,,13,Shohei Ohtani called out on strikes.,R,L,R,LAD,DET,B,,,2,1,2025,-1.46,0.7,-0.53,0.86,,,,1,8,Bot,,,,,,,7.3638638257017615,-130.41051545332138,-7.268686538008393,-18.176864177483463,26.24801624508697,-22.86774865503862,3.22,1.59,,,,90.2,1684,6.5,778544,693307,628451,656716,595879,700242,682985,668952,622534,53.95,,,,,,,,62,4,Changeup,2,2,2,2,2,2,2,2,Infield shade,Standard,239,0.0,0.122,,,,-0.122,,0,0,0.559,0.559,30,30,30,31,1,3,,1.0,3.0,1.0,2.13,1.46,-1.46,50.1
64,CH,2025-03-28,90.0,-2.25,5.62,"Ohtani, Shohei",660271,676684,,ball,,,,,13,Shohei Ohtani called out on strikes.,R,L,R,LAD,DET,B,,,1,1,2025,-1.59,0.17,-2.25,1.72,,,,1,8,Bot,,,,,,,3.3653931248737528,-131.04928172889194,-4.073394932959793,-19.028419537294543,27.31561267386592,-29.55015145454904,3.35,1.66,,,,90.1,1674,6.3,778544,693307,628451,656716,595879,700242,682985,668952,622534,54.23,,,,,,,,62,3,Changeup,2,2,2,2,2,2,2,2,Infield shade,Standard,235,0.0,0.059,,,,-0.059,,0,0,0.559,0.559,30,30,30,31,1,3,,1.0,3.0,1.0,2.64,1.59,-1.59,48.1
65,FF,2025-03-28,97.3,-1.99,5.73,"Ohtani, Shohei",660271,676684,,called_strike,,,,,7,Shohei Ohtani called out on strikes.,R,L,R,LAD,DET,S,,,1,0,2025,-0.75,1.43,-0.67,1.97,,,,1,8,Bot,,,,,,,5.262942309629506,-141.45800383831218,-7.853052599487335,-11.257010698895334,32.205116218542805,-11.350662311312869,3.23,1.6,,,,97.3,2268,6.3,778544,693307,628451,656716,595879,700242,682985,668952,622534,54.17,,,,,,,,62,2,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,216,0.0,-0.051,,,,0.051,,0,0,0.559,0.559,30,30,30,31,1,3,,1.0,3.0,1.0,0.98,0.75,-0.75,52.6
66,SL,2025-03-28,90.0,-2.31,5.53,"Ohtani, Shohei",660271,676684,,ball,,,,,14,Shohei Ohtani called out on strikes.,R,L,R,LAD,DET,B,,,0,0,2025,0.3,0.47,0.87,1.46,,,,1,8,Bot,,,,,,,7.221632008318788,-130.84932383893616,-5.0979719529291145,1.8519190570191757,29.437484090043014,-25.80439650608968,3.23,1.54,,,,89.6,2799,6.2,778544,693307,628451,656716,595879,700242,682985,668952,622534,54.25,,,,,,,,62,1,Slider,2,2,2,2,2,2,2,2,Infield shade,Standard,53,0.0,0.039,,,,-0.039,,0,0,0.559,0.559,30,30,30,31,1,3,,1.0,3.0,1.0,2.36,-0.3,0.3,45.2
67,FF,2025-03-28,94.1,-2.75,5.32,"Ohtani, Shohei",660271,656427,walk,ball,,,,,9,Shohei Ohtani walks.,R,L,R,LAD,DET,B,,,3,0,2025,-0.53,1.3,0.76,1.62,,,,0,1,Bot,,,,,,,10.27308579997993,-136.5464214618703,-6.7964879839177295,-8.781682119202108,28.87883346499613,-14.478799275904716,3.23,1.54,,,,94.4,2229,6.5,778544,693307,690993,650402,656716,700242,682985,668952,681481,53.97,,0.694137,0.7,1.0,0.0,0.0,,6,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,216,0.036,0.197,,,,-0.197,,0,0,0.547,0.547,29,30,30,31,1,0,,1.0,,1.0,1.28,0.53,-0.53,25.9
68,SL,2025-03-28,84.9,-2.8,5.37,"Ohtani, Shohei",660271,656427,,ball,,,,,13,Shohei Ohtani walks.,R,L,R,LAD,DET,B,,,2,0,2025,0.57,-0.01,-0.99,1.86,,,,0,1,Bot,,,,,,,3.089985214490784,-123.65778303772576,-1.898420330122096,5.307576023539591,23.45141692971372,-32.164240141528566,3.23,1.53,,,,85.3,2455,6.4,778544,693307,690993,650402,656716,700242,682985,668952,681481,54.12,,,,,,,,6,3,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,128,0.0,0.147,,,,-0.147,,0,0,0.547,0.547,29,30,30,31,1,0,,1.0,,1.0,3.16,-0.57,0.57,25.4
69,SL,2025-03-28,85.3,-2.72,5.03,"Ohtani, Shohei",660271,656427,,ball,,,,,14,Shohei Ohtani walks.,R,L,R,LAD,DET,B,,,1,0,2025,0.53,0.06,2.23,-0.53,,,,0,1,Bot,,,,,,,10.632012004790608,-123.76932852381164,-6.973038677743027,3.5513406545674018,22.31681064801339,-30.34731217734837,3.23,1.48,,,,86.0,2471,6.7,778544,693307,690993,650402,656716,700242,682985,668952,681481,53.83,,,,,,,,6,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,119,0.0,0.069,,,,-0.069,,0,0,0.547,0.547,29,30,30,31,1,0,,1.0,,1.0,3.06,-0.53,0.53,19.9
70,FF,2025-03-28,94.9,-2.75,5.36,"Ohtani, Shohei",660271,656427,,ball,,,,,14,Shohei Ohtani walks.,R,L,R,LAD,DET,B,,,0,0,2025,-0.64,1.21,0.21,1.24,,,,0,1,Bot,,,,,,,9.19357836152668,-137.8729685418085,-7.87044316937738,-10.029964521999792,27.962102088282244,-15.158696621324877,3.41,1.63,,,,95.6,2277,6.6,778544,693307,690993,650402,656716,700242,682985,668952,681481,53.94,,,,,,,,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,216,0.0,0.038,,,,-0.038,,0,0,0.547,0.547,29,30,30,31,1,0,,1.0,,1.0,1.31,0.64,-0.64,27.3
71,SI,2025-03-27,99.2,1.8,6.29,"Ohtani, Shohei",660271,669373,force_out,hit_into_play,,,,,6,"Shohei Ohtani grounds into a force out, second baseman Gleyber Torres to shortstop Javier Báez. Andy Pages out at 2nd. Shohei Ohtani to 1st.",R,L,L,LAD,DET,X,4.0,ground_ball,2,2,2025,1.05,1.11,0.65,2.66,,,681624.0,1,5,Bot,148.85,152.61,,,,,-5.58906326813872,-144.35941584607596,-7.140025861894668,15.948349941581055,32.27941904954298,-15.191521895507654,3.4,1.62,6.0,77.6,-24.0,99.5,2162,6.3,778546,668670,690993,650402,628451,595879,682985,668952,622534,54.15,0.046,0.047,0.0,1.0,0.0,0.0,2.0,43,5,Sinker,1,2,1,2,2,1,1,2,Infield shade,Standard,148,-0.043,-0.292,68.1,7.0,0.055,0.292,88.0,-1,-1,0.412,0.412,28,30,29,31,3,2,,8.0,,1.0,1.2,1.05,1.05,48.1
72,SI,2025-03-27,96.2,1.8,6.29,"Ohtani, Shohei",660271,669373,,foul,,,,,6,"Shohei Ohtani grounds into a force out, second baseman Gleyber Torres to shortstop Javier Báez. Andy Pages out at 2nd. Shohei Ohtani to 1st.",R,L,L,LAD,DET,S,,,2,1,2025,1.19,0.97,0.49,2.33,,,681624.0,1,5,Bot,,,,,,,-6.162183470516172,-139.8648809131927,-7.093375462595245,17.04941459002813,32.62237022128846,-18.033684782973214,3.4,1.62,4.0,76.6,-31.0,96.1,2171,6.3,778546,668670,690993,650402,628451,595879,682985,668952,622534,54.15,,,,,,,,43,4,Sinker,1,2,1,2,2,1,1,2,Infield shade,Standard,144,0.0,-0.057,82.4,8.2,,0.057,88.0,-1,-1,0.412,0.412,28,30,29,31,3,2,,8.0,,1.0,1.51,1.19,1.19,48.9
73,CH,2025-03-27,86.5,1.85,6.26,"Ohtani, Shohei",660271,669373,,called_strike,,,,,4,"Shohei Ohtani grounds into a force out, second baseman Gleyber Torres to shortstop Javier Báez. Andy Pages out at 2nd. Shohei Ohtani to 1st.",R,L,L,LAD,DET,S,,,2,0,2025,1.16,0.57,-0.7,2.69,,,681624.0,1,5,Bot,,,,,,,-8.468044951854758,-125.8149225096457,-3.497838662398725,14.00130943556465,23.697817611968777,-25.57800681950076,3.36,1.51,,,,86.8,1839,6.4,778546,668670,690993,650402,628451,595879,682985,668952,622534,54.13,,,,,,,,43,3,Changeup,1,2,1,2,2,1,1,2,Infield shade,Standard,135,0.0,-0.057,,,,0.057,,-1,-1,0.412,0.412,28,30,29,31,3,2,,8.0,,1.0,2.46,1.16,1.16,48.6
74,SI,2025-03-27,96.7,1.71,6.31,"Ohtani, Shohei",660271,669373,,ball,,,,,13,"Shohei Ohtani grounds into a force out, second baseman Gleyber Torres to shortstop Javier Báez. Andy Pages out at 2nd. Shohei Ohtani to 1st.",R,L,L,LAD,DET,B,,,1,0,2025,1.09,0.96,-0.62,1.38,,,681624.0,1,5,Bot,,,,,,,-8.699100708224433,-140.28319452799212,-9.78403884943555,16.296668192695176,30.14213281609593,-17.430489710222783,3.44,1.56,,,,97.0,2236,6.5,778546,668670,690993,650402,628451,595879,682985,668952,622534,53.97,,,,,,,,43,2,Sinker,1,2,1,2,2,1,1,2,Infield shade,Standard,155,0.0,0.056,,,,-0.056,,-1,-1,0.412,0.412,28,30,29,31,3,2,,8.0,,1.0,1.48,1.09,1.09,52.0
75,SI,2025-03-27,97.7,1.7,6.28,"Ohtani, Shohei",660271,669373,,ball,,,,,14,"Shohei Ohtani grounds into a force out, second baseman Gleyber Torres to shortstop Javier Báez. Andy Pages out at 2nd. Shohei Ohtani to 1st.",R,L,L,LAD,DET,B,,,0,0,2025,0.98,1.16,1.85,2.46,,,681624.0,1,5,Bot,,,,,,,-1.8702103110772528,-142.13801179746633,-7.456958798123044,13.730816442180034,33.27247824878415,-15.007760771486232,3.53,1.58,,,,97.7,2170,6.4,778546,668670,690993,650402,628451,595879,682985,668952,622534,54.13,,,,,,,,43,1,Sinker,1,2,1,2,2,1,1,2,Standard,Standard,150,0.0,0.036,,,,-0.036,,-1,-1,0.412,0.412,28,30,29,31,3,2,,8.0,,1.0,1.24,0.98,0.98,49.2
76,SL,2025-03-27,91.9,1.74,6.36,"Ohtani, Shohei",660271,669373,single,hit_into_play,,,,,5,"Shohei Ohtani singles on a sharp ground ball to right fielder Manuel Margot, deflected by second baseman Gleyber Torres.",R,L,L,LAD,DET,X,4.0,ground_ball,2,2,2025,-0.37,0.2,0.13,2.27,,,,2,3,Bot,164.59,96.34,,,,,-3.271485248044867,-133.78767825170524,-4.972127331342747,-3.813825310775645,27.214280670623097,-28.93668506494666,3.4,1.62,54.0,109.0,0.0,92.0,2218,6.2,778546,668670,690993,650402,628451,595879,682985,668952,622534,54.3,0.517,0.468,0.9,1.0,1.0,0.0,4.0,22,5,Slider,1,0,1,0,0,1,1,0,Infield shade,Standard,181,0.012,0.37,79.5,7.8,0.551,-0.37,109.0,1,1,0.638,0.638,28,30,29,31,2,1,,8.0,,1.0,2.48,-0.37,-0.37,49.7
77,SI,2025-03-27,98.0,1.6,6.2,"Ohtani, Shohei",660271,669373,,foul,,,,,3,"Shohei Ohtani singles on a sharp ground ball to right fielder Manuel Margot, deflected by second baseman Gleyber Torres.",R,L,L,LAD,DET,S,,,2,1,2025,1.16,0.78,0.41,3.21,,,,2,3,Bot,,,,,,,-5.902068679829652,-142.63576055933063,-4.444288782168882,17.172718308206637,30.71873832970252,-20.65656221027212,3.4,1.62,191.0,64.9,40.0,98.3,2203,6.3,778546,668670,690993,650402,628451,595879,682985,668952,622534,54.18,,,,,,,,22,4,Sinker,1,0,1,0,0,1,1,0,Infield shade,Standard,150,0.0,-0.084,74.1,7.0,,0.084,88.0,1,1,0.638,0.638,28,30,29,31,2,1,,8.0,,1.0,1.58,1.16,1.16,48.2
78,FF,2025-03-27,99.1,1.3,6.41,"Ohtani, Shohei",660271,669373,,ball,,,,,11,"Shohei Ohtani singles on a sharp ground ball to right fielder Manuel Margot, deflected by second baseman Gleyber Torres.",R,L,L,LAD,DET,B,,,1,1,2025,0.27,1.41,-0.09,4.51,,,,2,3,Bot,,,,,,,-4.425152716579558,-144.38429094539728,-3.1397013156710543,4.767002374909342,30.625674644145448,-11.776066621472538,3.4,1.51,,,,99.6,2351,6.3,778546,668670,690993,650402,628451,595879,682985,668952,622534,54.21,,,,,,,,22,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,153,0.0,0.058,,,,-0.058,,1,1,0.638,0.638,28,30,29,31,2,1,,8.0,,1.0,0.88,0.27,0.27,53.0
79,CH,2025-03-27,90.3,1.57,6.24,"Ohtani, Shohei",660271,669373,,ball,,,,,13,"Shohei Ohtani singles on a sharp ground ball to right fielder Manuel Margot, deflected by second baseman Gleyber Torres.",R,L,L,LAD,DET,B,,,0,1,2025,1.32,0.2,-1.56,-0.66,,,,2,3,Bot,,,,,,,-10.566245752515018,-130.57353524893944,-11.498825311850268,17.466858325980425,31.14568983407235,-27.252445352559587,3.42,1.51,,,,89.6,1733,6.5,778546,668670,690993,650402,628451,595879,682985,668952,622534,54.0,,,,,,,,22,2,Changeup,1,0,1,0,0,1,1,0,Infield shade,Standard,131,0.0,0.029,,,,-0.029,,1,1,0.638,0.638,28,30,29,31,2,1,,8.0,,1.0,2.66,1.32,1.32,47.3
80,CH,2025-03-27,88.7,1.48,6.29,"Ohtani, Shohei",660271,669373,,called_strike,,,,,7,"Shohei Ohtani singles on a sharp ground ball to right fielder Manuel Margot, deflected by second baseman Gleyber Torres.",R,L,L,LAD,DET,S,,,0,0,2025,1.25,0.42,-0.37,1.96,,,,2,3,Bot,,,,,,,-7.126163647528477,-128.8642110448674,-5.3826688614255325,15.392564943582114,27.218645278757997,-26.495082840292216,3.46,1.56,,,,88.6,1722,6.3,778546,668670,690993,650402,628451,595879,682985,668952,622534,54.16,,,,,,,,22,1,Changeup,1,0,1,0,0,1,1,0,Infield shade,Standard,135,0.0,-0.041,,,,0.041,,1,1,0.638,0.638,28,30,29,31,2,1,,8.0,,1.0,2.49,1.25,1.25,49.3
81,SI,2025-03-27,95.8,-2.85,5.55,"Ohtani, Shohei",660271,669724,home_run,hit_into_play,,,,,4,Shohei Ohtani homers (2) on a fly ball to left field.,R,L,R,LAD,DET,X,,fly_ball,3,2,2025,-1.26,0.44,-0.37,2.81,,,,2,7,Bot,45.38,64.87,,,,,9.366905556605165,-139.22850490679744,-2.617644120645953,-18.443269534365776,29.368237216019413,-26.033070713686254,3.4,1.62,391.0,108.9,25.0,95.6,2022,6.1,778546,668670,690993,650402,628451,656716,681481,682985,622534,54.38,0.991,1.986,2.0,1.0,0.0,3.0,6.0,61,6,Sinker,4,3,4,3,3,5,5,3,Infield shade,Standard,249,0.114,2.525,74.8,7.3,3.887,-2.525,108.9,1,1,0.762,0.762,27,30,27,31,1,3,,8.0,4.0,1.0,2.04,1.26,-1.26,30.4
82,CH,2025-03-27,90.6,-2.73,5.51,"Ohtani, Shohei",660271,669724,,ball,,,,,14,Shohei Ohtani homers (2) on a fly ball to left field.,R,L,R,LAD,DET,B,,,2,2,2025,-1.42,0.22,0.54,0.34,,,,2,7,Bot,,,,,,,11.144807241800455,-131.33046020428029,-7.430191824182477,-18.702373675479684,25.529644177420177,-28.1984134397029,3.43,1.58,,,,90.4,1913,6.2,778546,668670,690993,650402,628451,656716,681481,682985,622534,54.3,,,,,,,,61,5,Changeup,4,3,4,3,3,4,4,3,Infield shade,Standard,255,0.0,0.106,,,,-0.106,,1,1,0.762,0.762,27,30,27,31,1,3,,8.0,4.0,1.0,2.56,1.42,-1.42,29.1
83,SL,2025-03-27,88.6,-2.89,5.59,"Ohtani, Shohei",660271,669724,,ball,,,,,11,Shohei Ohtani homers (2) on a fly ball to left field.,R,L,R,LAD,DET,B,,,1,2,2025,0.32,0.16,-2.02,2.7,,,,2,7,Bot,,,,,,,1.4495182121618346,-129.24116228006204,-1.4411278833218906,3.3497450948794025,22.14909613844199,-30.3369043356528,3.45,1.62,,,,88.9,2091,5.9,778546,668670,690993,650402,628451,656716,681481,682985,622534,54.55,,,,,,,,61,4,Slider,4,3,4,3,3,4,4,3,Infield shade,Standard,159,0.0,0.039,,,,-0.039,,1,1,0.762,0.762,27,30,27,31,1,3,,8.0,4.0,1.0,2.69,-0.32,0.32,35.0
84,SI,2025-03-27,95.8,-2.72,5.58,"Ohtani, Shohei",660271,669724,,foul,,,,,5,Shohei Ohtani homers (2) on a fly ball to left field.,R,L,R,LAD,DET,S,,,1,1,2025,-1.57,0.4,-0.1,2.59,,,,2,7,Bot,,,,,,,10.41613336511936,-139.19198199220884,-3.1631009497246128,-22.72213812406479,30.60658925635058,-26.506270913767924,3.4,1.62,,,,95.4,2127,6.1,778546,668670,690993,650402,628451,656716,681481,682985,622534,54.41,,,,,,,,61,3,Sinker,4,3,4,3,3,4,4,3,Infield shade,Standard,243,0.0,-0.064,80.8,7.5,,0.064,,1,1,0.762,0.762,27,30,27,31,1,3,,8.0,4.0,1.0,2.09,1.57,-1.57,34.7
85,SI,2025-03-27,96.0,-2.72,5.63,"Ohtani, Shohei",660271,669724,,ball,,,,,11,Shohei Ohtani homers (2) on a fly ball to left field.,R,L,R,LAD,DET,B,,,0,1,2025,-1.35,0.26,-1.0,3.38,,,,2,7,Bot,,,,,,,7.5679958307375506,-139.67327616849974,-0.9465904919341744,-19.361064614569795,31.32358081538936,-28.810863255823485,3.43,1.6,,,,95.7,2104,6.1,778546,668670,690993,650402,628451,656716,681481,682985,622534,54.38,,,,,,,,61,2,Sinker,4,3,4,3,3,4,4,3,Infield shade,Standard,242,0.0,0.029,,,,-0.029,,1,1,0.762,0.762,27,30,27,31,1,3,,8.0,4.0,1.0,2.22,1.35,-1.35,33.1
86,SI,2025-03-27,95.6,-2.64,5.63,"Ohtani, Shohei",660271,669724,,called_strike,,,,,3,Shohei Ohtani homers (2) on a fly ball to left field.,R,L,R,LAD,DET,S,,,0,0,2025,-1.56,0.35,0.61,2.93,,,,2,7,Bot,,,,,,,12.007484626176712,-138.8811911102692,-2.3290407192780966,-22.77934180588928,27.577988090840368,-27.31889205556833,3.43,1.6,,,,95.5,2106,6.1,778546,668670,690993,650402,628451,656716,681481,682985,622534,54.42,,,,,,,,61,1,Sinker,4,3,4,3,3,4,4,3,Infield shade,Standard,240,0.0,-0.041,,,,0.041,,1,1,0.762,0.762,27,30,27,31,1,3,,8.0,4.0,1.0,2.13,1.56,-1.56,30.5
87,FF,2025-03-27,98.0,1.18,6.41,"Ohtani, Shohei",660271,669373,field_out,hit_into_play,,,,,5,Shohei Ohtani grounds out sharply to first baseman Colt Keith.,R,L,L,LAD,DET,X,3.0,ground_ball,0,0,2025,0.43,1.33,-0.09,2.59,,,,0,1,Bot,164.3,163.55,,,,,-4.43615996139653,-142.65181450407687,-7.996810985624894,6.839055112447354,28.24991353930423,-12.456886099686177,3.4,1.62,4.0,109.6,-34.0,99.0,2230,6.5,778546,668670,690993,650402,628451,595879,682985,668952,622534,54.0,0.117,0.119,0.0,1.0,0.0,0.0,2.0,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,157,-0.021,-0.254,78.9,8.2,0.147,0.254,109.6,0,0,0.547,0.547,28,30,29,31,1,0,,8.0,,1.0,1.02,0.43,0.43,59.2
